编号,状态,问政问题,响应时间,问政时间,链接
308355,已受理,长安中学制度是否存在不合理,等待回复：23天18小时52分,2021-10-31 11:12:36,https://wz.sun0769.com/political/politics/index?id=529359
308356,已受理,滨江路加宽改直,等待回复：24天22小时47分,2021-10-31 10:55:36,https://wz.sun0769.com/political/politics/index?id=529358
308357,已受理,企石镇中心市场乱摆卖,等待回复：22天23小时19分,2021-10-31 10:53:12,https://wz.sun0769.com/political/politics/index?id=529357
308321,已受理,半夜居民公寓附近轮胎店巨大噪音扰民！,等待回复：26天23小时9分,2021-10-30 23:56:58,https://wz.sun0769.com/political/politics/index?id=529321
308322,已受理,碧桂园松湖明珠的合同签署、打折销售等相关问题,等待回复：23天17小时18分,2021-10-30 23:31:14,https://wz.sun0769.com/political/politics/index?id=529320
308372,已受理,狗叫扰民,等待回复：22天19小时19分,2021-10-31 13:50:59,https://wz.sun0769.com/political/politics/index?id=529379
308373,已受理,贪污腐败，变更农业用地,等待回复：22天19小时34分,2021-10-31 13:44:34,https://wz.sun0769.com/political/politics/index?id=529376
308374,已受理,请查这栋屋主！,等待回复：22天22小时13分,2021-10-31 13:44:08,https://wz.sun0769.com/political/politics/index?id=529375
308414,已受理,乐天会酒吧夜晚噪音,等待回复：26天1小时32分,2021-10-31 21:49:51,https://wz.sun0769.com/political/politics/index?id=529419
308416,已受理,沙田大道与轮渡路交叉口红绿灯拥堵,等待回复：24天18小时40分,2021-10-31 21:15:35,https://wz.sun0769.com/political/politics/index?id=529417
308445,已回复,民房建筑严重扰民，到底归哪个部门管,处理用时：3天0小时46分,2021-11-01 07:45:01,https://wz.sun0769.com/political/politics/index?id=529451
308446,已回复,新别墅违建视若不见，百姓危房重建恶意阻挠,处理用时：3天0小时19分,2021-11-01 07:16:23,https://wz.sun0769.com/political/politics/index?id=529450
308435,已受理,海逸豪庭、御峰违建为何不拆？,等待回复：27天22小时19分,2021-11-01 07:10:34,https://wz.sun0769.com/political/politics/index?id=529449
308382,已受理,关于石龙中学高一级放假变更的建议,等待回复：23天19小时33分,2021-10-31 17:14:38,https://wz.sun0769.com/political/politics/index?id=529401
308383,已回复,希望督促个别镇街社区完善预约系统,处理用时：1天23小时14分,2021-10-31 17:12:42,https://wz.sun0769.com/political/politics/index?id=529400
308312,已受理,有路难行的大常平,等待回复：22天22小时41分,2021-10-30 19:42:55,https://wz.sun0769.com/political/politics/index?id=529293
308293,已受理,翰林的不合理行为,等待回复：24天17小时58分,2021-10-30 19:31:21,https://wz.sun0769.com/political/politics/index?id=529292
308294,已受理,东莞市鼎盛皇谢岗公司工资纠纷,等待回复：24天0小时4分,2021-10-30 19:29:54,https://wz.sun0769.com/political/politics/index?id=529291
308267,已受理,黄江镇香江路长期被电动三轮车和美团骑手堵塞，车辆出入不方便,等待回复：25天1小时31分,2021-10-30 14:15:18,https://wz.sun0769.com/political/politics/index?id=529248
308268,已受理,翰林学校跑操能不能人性化,等待回复：24天17小时47分,2021-10-30 14:12:17,https://wz.sun0769.com/political/politics/index?id=529247
308256,已受理,东莞中学松山湖学校宿舍投诉信,等待回复：24天17小时43分,2021-10-30 14:07:20,https://wz.sun0769.com/political/politics/index?id=529245
308249,待处理,广龙高速横跨大岭山莞长路跨线桥施工没有防范措施,等待处理：27天7小时46分,2021-10-30 11:26:43,https://wz.sun0769.com/political/politics/index?id=529227
308251,已受理,关于寮步金富路翻新问题,等待回复：23天17小时3分,2021-10-30 11:00:23,https://wz.sun0769.com/political/politics/index?id=529222
308339,已受理,关于高中生每周放假问题,等待回复：23天18小时21分,2021-10-31 08:52:13,https://wz.sun0769.com/political/politics/index?id=529339
308340,已受理,路边停车乱收费,等待回复：22天23小时31分,2021-10-31 08:47:36,https://wz.sun0769.com/political/politics/index?id=529338
308292,已受理,关于轮渡路齐沙路口红绿灯问题，值得表扬，建议环保路口也加红绿灯！,等待回复：23天19小时29分,2021-10-30 16:42:43,https://wz.sun0769.com/political/politics/index?id=529270
308284,待处理,写转诊要跟看病的一起排队，浪费时间,等待处理：22天7小时47分,2021-10-30 16:34:13,https://wz.sun0769.com/political/politics/index?id=529269
308358,已受理,中介收取中介费都否需要开具发票？,等待回复：22天17小时33分,2021-10-31 10:48:16,https://wz.sun0769.com/political/politics/index?id=529356
308359,已回复,噪音严重扰民,处理用时：2天3小时42分,2021-10-31 10:43:49,https://wz.sun0769.com/political/politics/index?id=529355
308360,已回复,建议东莞参考武汉对房价降价维权的处理方式，维护我市公共安全,处理用时：4天3小时31分,2021-10-31 10:40:30,https://wz.sun0769.com/political/politics/index?id=529353
308323,已受理,东成广场能否安装路灯,等待回复：23天17小时5分,2021-10-30 23:30:29,https://wz.sun0769.com/political/politics/index?id=529319
308324,已受理,东莞户口的小朋友能否看病不转诊,等待回复：22天19小时28分,2021-10-30 23:12:12,https://wz.sun0769.com/political/politics/index?id=529318
308375,已回复,万江图书馆旁边的地铁什么时候开通,处理用时：2天19小时14分,2021-10-31 13:33:29,https://wz.sun0769.com/political/politics/index?id=529373
308376,已受理,横沥金牛公园广场舞扰民,等待回复：22天17小时17分,2021-10-31 13:27:28,https://wz.sun0769.com/political/politics/index?id=529372
308377,已受理,汽车贷款金融服务费,等待回复：23天19小时35分,2021-10-31 13:15:57,https://wz.sun0769.com/political/politics/index?id=529371
308295,待处理,万江转诊难问题,等待处理：22天7小时47分,2021-10-30 19:21:19,https://wz.sun0769.com/political/politics/index?id=529288
308298,已受理,华中师大东莞附属中学宿管问题,等待回复：23天17小时54分,2021-10-30 19:07:28,https://wz.sun0769.com/political/politics/index?id=529285
308257,已受理,投诉东莞市中心血站公众号和西平献血屋！！,等待回复：23天23小时45分,2021-10-30 13:48:21,https://wz.sun0769.com/political/politics/index?id=529243
308258,已受理,大朗镇银朗北路（东莞市交通局大朗分局门口）路段拥堵,等待回复：23天19小时20分,2021-10-30 13:46:30,https://wz.sun0769.com/political/politics/index?id=529242
308252,已受理,华中师大附属中学,等待回复：23天17小时53分,2021-10-30 10:59:45,https://wz.sun0769.com/political/politics/index?id=529221
308241,已受理,关于东莞市沙田镇活力粤港小区违法违规行为举报信,等待回复：23天19小时23分,2021-10-30 10:57:02,https://wz.sun0769.com/political/politics/index?id=529219
308234,已受理,东莞市华中师大附中宿管,等待回复：23天17小时51分,2021-10-30 10:34:35,https://wz.sun0769.com/political/politics/index?id=529217
308341,已受理,银龙路中段（万江中学东门左侧）严重吵闹,等待回复：22天18小时54分,2021-10-31 08:41:24,https://wz.sun0769.com/political/politics/index?id=529336
308342,已受理,奥园翡翠澜湾不分昼夜施工,等待回复：22天18小时54分,2021-10-31 08:39:12,https://wz.sun0769.com/political/politics/index?id=529335
308343,已受理,关于万江中学宿舍热水花洒,等待回复：23天18小时19分,2021-10-31 08:27:34,https://wz.sun0769.com/political/politics/index?id=529333
308286,已受理,虎门太平广场公交站牌安全隐患,等待回复：23天17小时1分,2021-10-30 16:09:08,https://wz.sun0769.com/political/politics/index?id=529267
308287,已受理,投诉东莞市第九人民医院门诊周日无人上班！,等待回复：23天23小时44分,2021-10-30 16:02:30,https://wz.sun0769.com/political/politics/index?id=529266
308347,已受理,长安中学放假是否存在不合理?,等待回复：23天18小时50分,2021-10-31 10:15:07,https://wz.sun0769.com/political/politics/index?id=529352
308344,已受理,长安中学放假是否存在不合理?,等待回复：23天18小时50分,2021-10-31 10:13:11,https://wz.sun0769.com/political/politics/index?id=529350
308327,已受理,车辆乱停放,等待回复：23天0小时2分,2021-10-30 22:46:16,https://wz.sun0769.com/political/politics/index?id=529315
308328,已回复,富盈东方华府——黑恶性质的物业公司,处理用时：3天17小时15分,2021-10-30 22:43:50,https://wz.sun0769.com/political/politics/index?id=529314
308329,已受理,石龙中学高一放学时间变更——学生的心声,等待回复：23天18小时8分,2021-10-30 22:43:39,https://wz.sun0769.com/political/politics/index?id=529313
308378,已受理,新塘社区村民合法报建遭到社区村委会阻拦,等待回复：22天16小时36分,2021-10-31 13:15:20,https://wz.sun0769.com/political/politics/index?id=529370
308361,已受理,哪里可以举报违停的车辆？,等待回复：22天23小时17分,2021-10-31 13:04:27,https://wz.sun0769.com/political/politics/index?id=529369
308299,已受理,大朗镇杨新路停车问题,等待回复：23天19小时22分,2021-10-30 18:45:07,https://wz.sun0769.com/political/politics/index?id=529284
308300,已受理,长安中学是否在给高三学生实施双增政策,等待回复：25天18小时40分,2021-10-30 18:27:11,https://wz.sun0769.com/political/politics/index?id=529283
308259,已受理,漳澎村社区资源过少,等待回复：23天16小时30分,2021-10-30 13:28:48,https://wz.sun0769.com/political/politics/index?id=529240
308272,已受理,东莞市翰林实验学校不合理安排,等待回复：24天17小时39分,2021-10-30 13:25:02,https://wz.sun0769.com/political/politics/index?id=529239
308233,已回复,厚街镇海逸豪庭别墅违建,处理用时：4天20小时45分,2021-10-30 10:26:59,https://wz.sun0769.com/political/politics/index?id=529216
308235,待处理,建筑材料乱放，导致出行不便,等待处理：22天7小时46分,2021-10-30 10:22:08,https://wz.sun0769.com/political/politics/index?id=529215
308238,已受理,第四次投诉锯铁扰民,等待回复：23天18小时38分,2021-10-30 09:56:00,https://wz.sun0769.com/political/politics/index?id=529213
308346,已受理,私宅建设扰民，且是否有建设手续？,等待回复：22天18小时36分,2021-10-31 08:16:58,https://wz.sun0769.com/political/politics/index?id=529332
308348,已受理,石碣御龙公馆噪音扰民,等待回复：24天22小时43分,2021-10-31 08:15:45,https://wz.sun0769.com/political/politics/index?id=529331
308288,已回复,停车不方便,处理用时：4天0小时38分,2021-10-30 15:49:40,https://wz.sun0769.com/political/politics/index?id=529265
308273,已受理,希望整治办公大楼的电动车进电梯情况,等待回复：24天0小时5分,2021-10-30 15:37:18,https://wz.sun0769.com/political/politics/index?id=529264
308313,已受理,东莞火车站，交警高度疑似任务型执法,等待回复：23天19小时28分,2021-10-30 21:54:32,https://wz.sun0769.com/political/politics/index?id=529309
308314,已受理,虎门镇食肆欺行霸市,等待回复：23天23小时37分,2021-10-30 21:49:16,https://wz.sun0769.com/political/politics/index?id=529307
308315,已受理,围村收费,等待回复：24天0小时5分,2021-10-30 21:45:31,https://wz.sun0769.com/political/politics/index?id=529306
308301,已受理,寮步红荔路130号旁边烟筒熏出来烧烤味道,等待回复：24天17小时17分,2021-10-30 18:21:51,https://wz.sun0769.com/political/politics/index?id=529282
308303,待处理,长安中学是否在给高三学生实施双增政策,等待处理：25天7小时47分,2021-10-30 18:19:19,https://wz.sun0769.com/political/politics/index?id=529281
308305,已受理,投诉保利阅云台,等待回复：23天17小时23分,2021-10-30 18:12:06,https://wz.sun0769.com/political/politics/index?id=529278
308271,已受理,麻涌镇发热门诊候诊时候太长,等待回复：23天16小时29分,2021-10-30 13:24:19,https://wz.sun0769.com/political/politics/index?id=529238
308261,已受理,请住建局提供物业使用业主们公共收益的标准流程,等待回复：23天22小时25分,2021-10-30 12:49:03,https://wz.sun0769.com/political/politics/index?id=529236
308260,已受理,东莞市第二高级中学未落实双减政策,等待回复：24天17小时20分,2021-10-30 12:33:46,https://wz.sun0769.com/political/politics/index?id=529235
308229,已受理,角社大桥何时能正常开通，开车出行太不方便了！,等待回复：27天0小时0分,2021-10-30 09:49:39,https://wz.sun0769.com/political/politics/index?id=529212
308230,已受理,东城科技园社区卫生中心何时恢复启用,等待回复：23天23小时46分,2021-10-30 09:22:39,https://wz.sun0769.com/political/politics/index?id=529211
308228,已受理,企业克扣年假问题咨询,等待回复：23天23小时52分,2021-10-30 09:03:42,https://wz.sun0769.com/political/politics/index?id=529209
308274,已受理,分配学校,等待回复：26天0小时58分,2021-10-30 15:35:56,https://wz.sun0769.com/political/politics/index?id=529263
308275,已受理,地铁项目,等待回复：23天22小时27分,2021-10-30 15:27:23,https://wz.sun0769.com/political/politics/index?id=529261
308278,已受理,出指导价之前签合同给定金的房子，是否可以按照合同价批贷？,等待回复：24天21小时58分,2021-10-30 15:16:44,https://wz.sun0769.com/political/politics/index?id=529259
308254,已受理,关于东莞市沙田镇活力粤港小区违法违规行为举报信,等待回复：23天19小时24分,2021-10-30 12:23:04,https://wz.sun0769.com/political/politics/index?id=529234
308231,已受理,拯救生命，刻不容缓,等待回复：23天23小时46分,2021-10-30 09:00:33,https://wz.sun0769.com/political/politics/index?id=529208
308239,待处理,茶山中学放学时间,等待处理：22天7小时46分,2021-10-30 08:37:34,https://wz.sun0769.com/political/politics/index?id=529207
308282,已受理,古梅一中设置重点班,等待回复：23天16小时31分,2021-10-30 15:05:48,https://wz.sun0769.com/political/politics/index?id=529258
